split,scene_class,sha256,source_path,source_manifest_path,dataset_path
train,wet_road,df469e0ec528946420fcd9e9235c8d7ee1aa484cd94d1365c3f58abf2e82d9d2,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\test\wet_road\043_downloads_wet_wet_raod_11.jpg,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/test/wet_road/043_downloads_wet_wet_raod_11.jpg,training_data/scene_classifier/train/wet_road/0053_043_downloads_wet_wet_raod_11.jpg
test,wet_road,e0be91547264976b6c7351443bea436eb518bd7f0e197f2d6bb177016153f5ed,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\test\wet_road\044_downloads_wet_wet_raod_37.jpg,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/test/wet_road/044_downloads_wet_wet_raod_37.jpg,training_data/scene_classifier/test/wet_road/0054_044_downloads_wet_wet_raod_37.jpg
test,wet_road,eab8c672a49ee80dff40a0f35781d1f23223428f9b348510dc7600eee1ab4bb5,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\test\wet_road\045_downloads_wet_wet_raod_31.jpg,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/test/wet_road/045_downloads_wet_wet_raod_31.jpg,training_data/scene_classifier/test/wet_road/0055_045_downloads_wet_wet_raod_31.jpg
test,wet_road,ebceaa2f3438f795f0ac8840cdf95531dcd8781904505a1b3a89bea680de3f1f,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\test\wet_road\011_wet road _8.jpg,training_data/road_scene_classifier/test/wet_road/011_wet road _8.jpg,training_data/scene_classifier/test/wet_road/0056_011_wet road _8.jpg
test,wet_road,ec95f003bb931d8b0d2fc902e7064be49d36d3fdb4a7c1713bedcd9632e235a2,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\test\wet_road\046_downloads_wet_wet_raod_33.jpg,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/test/wet_road/046_downloads_wet_wet_raod_33.jpg,training_data/scene_classifier/test/wet_road/0057_046_downloads_wet_wet_raod_33.jpg
train,wet_road,f866aff62c48e6d267deee289beefb50625779bee1f9c2a9ab57276d2d995b08,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\test\wet_road\047_downloads_wet_wet_raod_32.jpg,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/test/wet_road/047_downloads_wet_wet_raod_32.jpg,training_data/scene_classifier/train/wet_road/0058_047_downloads_wet_wet_raod_32.jpg
test,wet_road,fb023f2635f1cf03aead17209c5147627eb7b37684659c8d84001a1d5a9cb593,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\test\wet_road\048_downloads_wet_wet_raod_30.jpg,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/test/wet_road/048_downloads_wet_wet_raod_30.jpg,training_data/scene_classifier/test/wet_road/0059_048_downloads_wet_wet_raod_30.jpg
test,wet_road,fe088213f3d6774f3ecea510c3643f6fd0192a8324da0e2c9020b3e8e2773a9f,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\test\wet_road\049_downloads_wet_wet_raod_24.jpg,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/test/wet_road/049_downloads_wet_wet_raod_24.jpg,training_data/scene_classifier/test/wet_road/0060_049_downloads_wet_wet_raod_24.jpg
train,wet_road,fea73d2453c7f8684eeb30cfc87f1f166baa1b37ac35ca114c4b88dff81c90fc,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\test\wet_road\012_wet road _9.jpg,training_data/road_scene_classifier/test/wet_road/012_wet road _9.jpg,training_data/scene_classifier/train/wet_road/0061_012_wet road _9.jpg
train,shallow_flood,058c160b034440ae676a7b7d6c2d1650e63acbda57edab1cec43f87f09cefda2,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\shallow_flood\101_downloads_shallow_shallow_07.jpg,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/train/shallow_flood/101_downloads_shallow_shallow_07.jpg,training_data/scene_classifier/train/shallow_flood/0001_101_downloads_shallow_shallow_07.jpg
train,shallow_flood,0abb0cbeb12733eee7b6d16a2cbab3b5da3721a3289947c4a33ef54f7a841005,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\shallow_flood\102_downloads_shallow_shallow_11.jpg,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/train/shallow_flood/102_downloads_shallow_shallow_11.jpg,training_data/scene_classifier/train/shallow_flood/0002_102_downloads_shallow_shallow_11.jpg
train,shallow_flood,0cb404aa58520b9eb4421d160b523811dcbcd355d2a8b89284029a46c71ae928,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\shallow_flood\103_downloads_shallow_shallow_26.jpg,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/train/shallow_flood/103_downloads_shallow_shallow_26.jpg,training_data/scene_classifier/train/shallow_flood/0003_103_downloads_shallow_shallow_26.jpg
validation,shallow_flood,14028f5977805fd948a3ec1869053b99130f73b62ac58b5eb9368a67290f1852,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\shallow_flood\104_downloads_shallow_shallow_04.jpg,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/train/shallow_flood/104_downloads_shallow_shallow_04.jpg,training_data/scene_classifier/validation/shallow_flood/0004_104_downloads_shallow_shallow_04.jpg
test,shallow_flood,1411db2ba9ff54ea6c4e16d0ee0639217c1c3511194fcbf5fe8a4664d722f0e6,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\shallow_flood\105_downloads_shallow_shallow_10.jpg,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/train/shallow_flood/105_downloads_shallow_shallow_10.jpg,training_data/scene_classifier/test/shallow_flood/0005_105_downloads_shallow_shallow_10.jpg
train,shallow_flood,16a456e2b639cb17a20909dd79e3444166b768140bfa69fdf12d26e41666fb72,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\shallow_flood\106_downloads_shallow_shallow_09.jpg,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/train/shallow_flood/106_downloads_shallow_shallow_09.jpg,training_data/scene_classifier/train/shallow_flood/0006_106_downloads_shallow_shallow_09.jpg
train,shallow_flood,19c46e6b128e1b233f217bcecbce514fe70b663137800973202d0a7bbc978612,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\test\shallow_flood\022_image_2.jpg,training_data/road_scene_classifier/test/shallow_flood/022_image_2.jpg,training_data/scene_classifier/train/shallow_flood/0007_022_image_2.jpg
train,shallow_flood,1b5a6ee26755add8f87efbc5af38ca14c77d1996f95d606018dc0cdd3fd20178,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\shallow_flood\004_10cm.jpg,training_data/road_scene_classifier/train/shallow_flood/004_10cm.jpg,training_data/scene_classifier/train/shallow_flood/0008_004_10cm.jpg
test,shallow_flood,1c54c3a5e77088ef128dd0f73155c6559921a3e5ed1ad0d59d72d2e020d829ec,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\shallow_flood\107_downloads_shallow_shallow_30.jpg,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/train/shallow_flood/107_downloads_shallow_shallow_30.jpg,training_data/scene_classifier/test/shallow_flood/0009_107_downloads_shallow_shallow_30.jpg
train,shallow_flood,1d7bbef89a0e707d5e6e741632916c0e715b196ced380107577569dc6310db83,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\shallow_flood\108_downloads_shallow_shallow_06.jpg,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/train/shallow_flood/108_downloads_shallow_shallow_06.jpg,training_data/scene_classifier/train/shallow_flood/0010_108_downloads_shallow_shallow_06.jpg
test,shallow_flood,1dccf9a05ec8a253ed9d65e5f00867d9f1d6419f69e887cc9c8bd221fd786866,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\shallow_flood\109_downloads_shallow_shallow_13.jpg,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/train/shallow_flood/109_downloads_shallow_shallow_13.jpg,training_data/scene_classifier/test/shallow_flood/0011_109_downloads_shallow_shallow_13.jpg
train,shallow_flood,1fa10f8592f8497797239b57aedf0de3c187f1a2f8c7fd1e4f6a64a1cbd6ab28,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\shallow_flood\007_15.00cm.jpg,training_data/road_scene_classifier/train/shallow_flood/007_15.00cm.jpg,training_data/scene_classifier/train/shallow_flood/0012_007_15.00cm.jpg
train,shallow_flood,1fb7c37f86efa7d3c525c2b659dd020efcc4e8ed321773e4cbe60d2953a30f8f,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\validation\shallow_flood\021_image_16.jpg,training_data/road_scene_classifier/validation/shallow_flood/021_image_16.jpg,training_data/scene_classifier/train/shallow_flood/0013_021_image_16.jpg
validation,shallow_flood,20bf09a6fc5127b8a84d7d511bb188cc85414714c4bce7735877a2fc6d156629,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\shallow_flood\002_10.0cm.jpg,training_data/road_scene_classifier/train/shallow_flood/002_10.0cm.jpg,training_data/scene_classifier/validation/shallow_flood/0014_002_10.0cm.jpg
test,shallow_flood,251cfd0b4dfca0f7bb7e612fc54e407278ff212f0f0e02233951e12814cb0812,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\shallow_flood\008_15.00cm.png,training_data/road_scene_classifier/train/shallow_flood/008_15.00cm.png,training_data/scene_classifier/test/shallow_flood/0015_008_15.00cm.png
train,shallow_flood,2d57ab9630a21515bb5a81a65d9a47384c352bcb0904b0ddf18b78b6def384bf,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\shallow_flood\110_downloads_shallow_shallow_32.jpg,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/train/shallow_flood/110_downloads_shallow_shallow_32.jpg,training_data/scene_classifier/train/shallow_flood/0016_110_downloads_shallow_shallow_32.jpg
validation,shallow_flood,39e01e74f873c6a28d12798687824f7097ba6c57ba80b318eeebde9cd1a11435,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\shallow_flood\111_downloads_shallow_shallow_40.jpg,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/train/shallow_flood/111_downloads_shallow_shallow_40.jpg,training_data/scene_classifier/validation/shallow_flood/0017_111_downloads_shallow_shallow_40.jpg
train,shallow_flood,3e138a76684184098278c2b21f6cc201b4628785f19e388e67a7191dc4a144ee,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\shallow_flood\112_downloads_shallow_shallow_16.jpg,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/train/shallow_flood/112_downloads_shallow_shallow_16.jpg,training_data/scene_classifier/train/shallow_flood/0018_112_downloads_shallow_shallow_16.jpg
train,shallow_flood,3f95edb8d266d633ea038b1900e54a61cd5b61240cd91e084711e34d8594e536,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\validation\shallow_flood\020_7.5cm.jpg,training_data/road_scene_classifier/validation/shallow_flood/020_7.5cm.jpg,training_data/scene_classifier/train/shallow_flood/0019_020_7.5cm.jpg
train,shallow_flood,4c4244f17dc135cd74cee29339be0b881d5254fa609cfb71a13872aa156a64d2,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\shallow_flood\113_downloads_shallow_shallow_36.jpg,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/train/shallow_flood/113_downloads_shallow_shallow_36.jpg,training_data/scene_classifier/train/shallow_flood/0020_113_downloads_shallow_shallow_36.jpg
test,shallow_flood,4feac14b01603afa78172ef8ddbc2d9658b4f492761b2ca8f67513be96cbea71,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\shallow_flood\114_downloads_shallow_shallow_28.jpg,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/train/shallow_flood/114_downloads_shallow_shallow_28.jpg,training_data/scene_classifier/test/shallow_flood/0021_114_downloads_shallow_shallow_28.jpg
validation,shallow_flood,5182262f10e202116fc000ae2d0f33d75acf4199f10bd7314d083315c33fccf0,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\shallow_flood\010_15.0cm.png,training_data/road_scene_classifier/train/shallow_flood/010_15.0cm.png,training_data/scene_classifier/validation/shallow_flood/0022_010_15.0cm.png
test,shallow_flood,551c1b7eb9ea664b9927be97adb9c1be7d5715c6929bc6e263914713a4572fb9,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\validation\shallow_flood\019_7.50cm.jpg,training_data/road_scene_classifier/validation/shallow_flood/019_7.50cm.jpg,training_data/scene_classifier/test/shallow_flood/0023_019_7.50cm.jpg
train,shallow_flood,57469ae319a72c35ae2c20da4c10a2f7c2a8d43e9f408a9beb0731a24d903cbf,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\test\shallow_flood\026_image_9.jpg,training_data/road_scene_classifier/test/shallow_flood/026_image_9.jpg,training_data/scene_classifier/train/shallow_flood/0024_026_image_9.jpg
train,shallow_flood,5d12b04640c64627f422ca42d53d16371997b1cde5813c7da3922e140817b725,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\shallow_flood\115_downloads_shallow_shallow_17.jpg,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/train/shallow_flood/115_downloads_shallow_shallow_17.jpg,training_data/scene_classifier/train/shallow_flood/0025_115_downloads_shallow_shallow_17.jpg
train,shallow_flood,5dd245e8ab4f3623fa59580254b86d63fe8e507ab329438dc480df064d063a2c,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\shallow_flood\116_downloads_shallow_shallow_33.jpg,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/train/shallow_flood/116_downloads_shallow_shallow_33.jpg,training_data/scene_classifier/train/shallow_flood/0026_116_downloads_shallow_shallow_33.jpg
train,shallow_flood,60924ef420d7f784eb3849ab88619cd6bafe9b8b60c3a79043e952c7ce452569,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\shallow_flood\117_downloads_shallow_shallow_25.jpg,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/train/shallow_flood/117_downloads_shallow_shallow_25.jpg,training_data/scene_classifier/train/shallow_flood/0027_117_downloads_shallow_shallow_25.jpg
train,shallow_flood,68e7dd50ced616f73f6c8187d509dcfccf70e0727b0af773fb38b168f5e446c7,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\shallow_flood\118_downloads_shallow_shallow_24.jpg,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/train/shallow_flood/118_downloads_shallow_shallow_24.jpg,training_data/scene_classifier/train/shallow_flood/0028_118_downloads_shallow_shallow_24.jpg
validation,shallow_flood,6e0865a787d02962e90b247be256a7df68c9a3d6f6e064d1e8390de29640b018,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\shallow_flood\006_13cm.jpg,training_data/road_scene_classifier/train/shallow_flood/006_13cm.jpg,training_data/scene_classifier/validation/shallow_flood/0029_006_13cm.jpg
train,shallow_flood,729668cab87c6c8e533f66ea255ec48f920142a1d2f892205da4d5f934262faa,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\test\shallow_flood\025_image_439.jpg,training_data/road_scene_classifier/test/shallow_flood/025_image_439.jpg,training_data/scene_classifier/train/shallow_flood/0030_025_image_439.jpg
test,shallow_flood,7298bbbca3e5b624bc6a6036aac8caea1d3c4aa454f90d697b28d2f87ceed4e3,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\shallow_flood\016_5.0cm.jpg,training_data/road_scene_classifier/train/shallow_flood/016_5.0cm.jpg,training_data/scene_classifier/test/shallow_flood/0031_016_5.0cm.jpg
train,shallow_flood,7aa82bbbc44ad7c1c1ff02b0c8efb2f8a81c5d26faddde4bdaba31af78bad70c,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\shallow_flood\119_downloads_shallow_shallow_05.jpg,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/train/shallow_flood/119_downloads_shallow_shallow_05.jpg,training_data/scene_classifier/train/shallow_flood/0032_119_downloads_shallow_shallow_05.jpg
validation,shallow_flood,7d90d5f70d9bff6acd70f13b62ecad50e2c55eff4db7731714d720bea95abccd,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\shallow_flood\120_downloads_shallow_shallow_15.jpg,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/train/shallow_flood/120_downloads_shallow_shallow_15.jpg,training_data/scene_classifier/validation/shallow_flood/0033_120_downloads_shallow_shallow_15.jpg
train,shallow_flood,838caf614a13081e62ab9441ae3417f8a21781181ab0edec7f413e5cfacc2d7e,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\shallow_flood\121_downloads_shallow_shallow_01.jpg,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/train/shallow_flood/121_downloads_shallow_shallow_01.jpg,training_data/scene_classifier/train/shallow_flood/0034_121_downloads_shallow_shallow_01.jpg
test,shallow_flood,85bd32e3daab856c20312213bd5ddc38c0358bbd0e29f85c9b06ca9c672c0843,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\shallow_flood\122_downloads_shallow_shallow_38.jpg,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/train/shallow_flood/122_downloads_shallow_shallow_38.jpg,training_data/scene_classifier/test/shallow_flood/0035_122_downloads_shallow_shallow_38.jpg
test,shallow_flood,8664d0dcea3a18e0722010c74b74375f937dc219c48cafde9bb08a4810210815,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\shallow_flood\014_15cm_2.jpg,training_data/road_scene_classifier/train/shallow_flood/014_15cm_2.jpg,training_data/scene_classifier/test/shallow_flood/0036_014_15cm_2.jpg
test,shallow_flood,8db34db132e2a2366e75ca547925634ea8a8765621ae8fe543d3099756d30290,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\shallow_flood\123_downloads_shallow_shallow_35.jpg,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/train/shallow_flood/123_downloads_shallow_shallow_35.jpg,training_data/scene_classifier/test/shallow_flood/0037_123_downloads_shallow_shallow_35.jpg
train,shallow_flood,9542339c68050807de44fc38967bf7537b9207a870b7f49a7e6281116de9ef9e,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\shallow_flood\009_15.0cm.jpg,training_data/road_scene_classifier/train/shallow_flood/009_15.0cm.jpg,training_data/scene_classifier/train/shallow_flood/0038_009_15.0cm.jpg
train,shallow_flood,9969aebe5a77c7e094505ad915522cd9398df7d99f1adc9b95a91bae5a4829b9,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\shallow_flood\011_15.0cm_1.jpg,training_data/road_scene_classifier/train/shallow_flood/011_15.0cm_1.jpg,training_data/scene_classifier/train/shallow_flood/0039_011_15.0cm_1.jpg
validation,shallow_flood,a34e0f8512f12a459215a1fab5aa4bd59eb7614bafdbf546a4e08d952d81910a,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\shallow_flood\124_downloads_shallow_shallow_39.jpg,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/train/shallow_flood/124_downloads_shallow_shallow_39.jpg,training_data/scene_classifier/validation/shallow_flood/0040_124_downloads_shallow_shallow_39.jpg
train,shallow_flood,a3514b48a6bfa80f0db1ac1f1da9e2add829196abca60cc754f4dc5d367f5868,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\shallow_flood\125_downloads_shallow_shallow_18.jpg,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/train/shallow_flood/125_downloads_shallow_shallow_18.jpg,training_data/scene_classifier/train/shallow_flood/0041_125_downloads_shallow_shallow_18.jpg
train,shallow_flood,a3deeed8817c203b39078feec2aa5bf7614f7c7127fc185d100d818e564b3f4f,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\shallow_flood\017_5cm.jpg,training_data/road_scene_classifier/train/shallow_flood/017_5cm.jpg,training_data/scene_classifier/train/shallow_flood/0042_017_5cm.jpg
test,shallow_flood,af4108babed31572cd98ca691b7a23fe9eca3b49b5f9601e8eed55ffa0054880,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\shallow_flood\126_downloads_shallow_shallow_12.jpg,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/train/shallow_flood/126_downloads_shallow_shallow_12.jpg,training_data/scene_classifier/test/shallow_flood/0043_126_downloads_shallow_shallow_12.jpg
train,shallow_flood,b568c2016886cbf26c37ab48fb3231ee2d6d6a0defb1092ca432a9814a08a1b4,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\shallow_flood\001_10.00cm.jpg,training_data/road_scene_classifier/train/shallow_flood/001_10.00cm.jpg,training_data/scene_classifier/train/shallow_flood/0044_001_10.00cm.jpg
train,shallow_flood,b7d444f11e8a584f24bd4ac61277b18bab01737a62998fcdfedef2958c86f320,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\shallow_flood\127_downloads_shallow_shallow_23.jpg,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/train/shallow_flood/127_downloads_shallow_shallow_23.jpg,training_data/scene_classifier/train/shallow_flood/0045_127_downloads_shallow_shallow_23.jpg
train,shallow_flood,b7f809671ca3b7097d5d81fb97838a0c186892820a660a9a47d18a2dbbe07deb,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\shallow_flood\128_downloads_shallow_shallow_27.jpg,C:/Users/abhij/OneDrive/Desktop/WellLabs/flood_project_cleaned/training_data/road_scene_classifier/train/shallow_flood/128_downloads_shallow_shallow_27.jpg,training_data/scene_classifier/train/shallow_flood/0046_128_downloads_shallow_shallow_27.jpg
train,shallow_flood,b971836dc888c6c209a52dec24d24374efbc2ce3a44da5bd016b6ef725e2034e,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\train\shallow_flood\005_10cm_1.jpg,training_data/road_scene_classifier/train/shallow_flood/005_10cm_1.jpg,training_data/scene_classifier/train/shallow_flood/0047_005_10cm_1.jpg
train,shallow_flood,ba79ddde141b76eddd10ae5924963ac5ef3e6b70a96bad386aac823a34878f1d,C:\Users\Shweatlana Mahapatra\Desktop\Force For Good\flood-depth-estimator-v3-SM_Sep\training_data\road_scene_classifier\test\shallow_flood\024_image_433.jpg,training_data/road_scene_classifier/test/shallow_flood/024_image_433.jpg,training_data/scene_classifier/train/shallow_flood/0048_024_image_433.jpg
