"split","scene_class","source_path","dataset_path"
"train","shallow_flood","C:\Users\abhij\Downloads\shallow\shallow_26.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\shallow_flood\103_downloads_shallow_shallow_26.jpg"
"train","shallow_flood","C:\Users\abhij\Downloads\shallow\shallow_04.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\shallow_flood\104_downloads_shallow_shallow_04.jpg"
"train","shallow_flood","C:\Users\abhij\Downloads\shallow\shallow_10.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\shallow_flood\105_downloads_shallow_shallow_10.jpg"
"train","shallow_flood","C:\Users\abhij\Downloads\shallow\shallow_09.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\shallow_flood\106_downloads_shallow_shallow_09.jpg"
"train","shallow_flood","C:\Users\abhij\Downloads\shallow\shallow_30.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\shallow_flood\107_downloads_shallow_shallow_30.jpg"
"train","shallow_flood","C:\Users\abhij\Downloads\shallow\shallow_06.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\shallow_flood\108_downloads_shallow_shallow_06.jpg"
"train","shallow_flood","C:\Users\abhij\Downloads\shallow\shallow_13.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\shallow_flood\109_downloads_shallow_shallow_13.jpg"
"train","shallow_flood","C:\Users\abhij\Downloads\shallow\shallow_32.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\shallow_flood\110_downloads_shallow_shallow_32.jpg"
"train","shallow_flood","C:\Users\abhij\Downloads\shallow\shallow_40.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\shallow_flood\111_downloads_shallow_shallow_40.jpg"
"train","shallow_flood","C:\Users\abhij\Downloads\shallow\shallow_16.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\shallow_flood\112_downloads_shallow_shallow_16.jpg"
"train","shallow_flood","C:\Users\abhij\Downloads\shallow\shallow_36.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\shallow_flood\113_downloads_shallow_shallow_36.jpg"
"train","shallow_flood","C:\Users\abhij\Downloads\shallow\shallow_28.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\shallow_flood\114_downloads_shallow_shallow_28.jpg"
"train","shallow_flood","C:\Users\abhij\Downloads\shallow\shallow_17.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\shallow_flood\115_downloads_shallow_shallow_17.jpg"
"train","shallow_flood","C:\Users\abhij\Downloads\shallow\shallow_33.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\shallow_flood\116_downloads_shallow_shallow_33.jpg"
"train","shallow_flood","C:\Users\abhij\Downloads\shallow\shallow_25.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\shallow_flood\117_downloads_shallow_shallow_25.jpg"
"train","shallow_flood","C:\Users\abhij\Downloads\shallow\shallow_24.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\shallow_flood\118_downloads_shallow_shallow_24.jpg"
"train","shallow_flood","C:\Users\abhij\Downloads\shallow\shallow_05.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\shallow_flood\119_downloads_shallow_shallow_05.jpg"
"train","shallow_flood","C:\Users\abhij\Downloads\shallow\shallow_15.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\shallow_flood\120_downloads_shallow_shallow_15.jpg"
"train","shallow_flood","C:\Users\abhij\Downloads\shallow\shallow_01.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\shallow_flood\121_downloads_shallow_shallow_01.jpg"
"train","shallow_flood","C:\Users\abhij\Downloads\shallow\shallow_38.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\shallow_flood\122_downloads_shallow_shallow_38.jpg"
"train","shallow_flood","C:\Users\abhij\Downloads\shallow\shallow_35.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\shallow_flood\123_downloads_shallow_shallow_35.jpg"
"train","shallow_flood","C:\Users\abhij\Downloads\shallow\shallow_39.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\shallow_flood\124_downloads_shallow_shallow_39.jpg"
"train","shallow_flood","C:\Users\abhij\Downloads\shallow\shallow_18.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\shallow_flood\125_downloads_shallow_shallow_18.jpg"
"train","shallow_flood","C:\Users\abhij\Downloads\shallow\shallow_12.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\shallow_flood\126_downloads_shallow_shallow_12.jpg"
"train","shallow_flood","C:\Users\abhij\Downloads\shallow\shallow_23.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\shallow_flood\127_downloads_shallow_shallow_23.jpg"
"train","shallow_flood","C:\Users\abhij\Downloads\shallow\shallow_27.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\train\shallow_flood\128_downloads_shallow_shallow_27.jpg"
"validation","shallow_flood","C:\Users\abhij\Downloads\shallow\shallow_02.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\validation\shallow_flood\129_downloads_shallow_shallow_02.jpg"
"validation","shallow_flood","C:\Users\abhij\Downloads\shallow\shallow_21.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\validation\shallow_flood\130_downloads_shallow_shallow_21.jpg"
"validation","shallow_flood","C:\Users\abhij\Downloads\shallow\shallow_29.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\validation\shallow_flood\131_downloads_shallow_shallow_29.jpg"
"validation","shallow_flood","C:\Users\abhij\Downloads\shallow\shallow_34.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\validation\shallow_flood\132_downloads_shallow_shallow_34.jpg"
"validation","shallow_flood","C:\Users\abhij\Downloads\shallow\shallow_14.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\validation\shallow_flood\133_downloads_shallow_shallow_14.jpg"
"validation","shallow_flood","C:\Users\abhij\Downloads\shallow\shallow_08.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\validation\shallow_flood\134_downloads_shallow_shallow_08.jpg"
"test","shallow_flood","C:\Users\abhij\Downloads\shallow\shallow_20.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\test\shallow_flood\135_downloads_shallow_shallow_20.jpg"
"test","shallow_flood","C:\Users\abhij\Downloads\shallow\shallow_03.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\test\shallow_flood\136_downloads_shallow_shallow_03.jpg"
"test","shallow_flood","C:\Users\abhij\Downloads\shallow\shallow_22.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\test\shallow_flood\137_downloads_shallow_shallow_22.jpg"
"test","shallow_flood","C:\Users\abhij\Downloads\shallow\shallow_19.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\test\shallow_flood\138_downloads_shallow_shallow_19.jpg"
"test","shallow_flood","C:\Users\abhij\Downloads\shallow\shallow_31.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\test\shallow_flood\139_downloads_shallow_shallow_31.jpg"
"test","shallow_flood","C:\Users\abhij\Downloads\shallow\shallow_37.jpg","C:\Users\abhij\OneDrive\Desktop\WellLabs\flood_project_cleaned\training_data\road_scene_classifier\test\shallow_flood\140_downloads_shallow_shallow_37.jpg"
